,content,replyCount,retweetCount,likeCount,quoteCount,year,month,day
866,"Heute unterstützt @akk in #Bonn Oberbürgermeister @AshokSridharan1 im Wahlkampf für die #Stichwahl2020 am Sonntag. Er hat seit 2015 viel erreicht: Hervorragendes Corona-Krisenmanagement, bessere Perspektive für die Wirtschaft, nachhaltige Stadt, solide Finanzen. #kommunalwahl2020 https://t.co/Da69grD0rx",13,11,48,2,2020,9,24
867,"100 Tage #CoronaWarnApp: Mehr als 18 Mio. Downloads &amp; 1,2 Mio. übertragene Testergebnisse - die App funktioniert &amp; ist eine der erfolgreichsten Apps weltweit! Aber: Nur 50% der positiv getesteten App-Nutzer haben ihr #Corona-Ergebnis in der App geteilt. 👉 https://t.co/jlgzOziMK2 https://t.co/BkTLfZo9Zk",93,18,61,9,2020,9,23
868,Angesichts der #Corona-Krise kommt der Entwurf für den #Bundeshaushalt 2021 nicht ohne neue Schulden aus. Möglich ist das nur durch die solide #Finanzpolitik der letzten Jahre. @PaulZiemiak: „Die Politik der schwarzen Null zahlt sich jetzt aus.“ 👉 https://t.co/uNud6Jo8Jj https://t.co/M6Ah1lE1Mm,36,7,45,4,2020,9,23
869,"Noch gibt es keinen zugelassenen #Corona-Impfstoff - aber Gesundheitsminister @jensspahn stellt jetzt schon die Weichen, damit Produktion und flächendeckende Verteilung möglich sind, sobald ein #Impfstoff da ist. 👉 https://t.co/V2uJOmR8Eg https://t.co/OzXP92pNNs",94,15,91,6,2020,9,22
870,"Alle Infos zum #Schulgipfel von Bund &amp; Ländern mit Bundeskanzlerin Angela #Merkel &amp; Bildungsministerin @AnjaKarliczek gibt’s hier: 👇
https://t.co/YyYv63XfHy",4,5,12,1,2020,9,22
871,"Wir bündeln alle Kräfte für die #Digitalisierung unserer #Schulen. Das haben Bund &amp; Länder beim #Schulgipfel beschlossen:
💻 Laptops für alle Lehrerinnen &amp; Lehrer
🌐 Daten-Flatrate für Schülerinnen &amp; Schüler
💶 mehr Geld für IT-Administratoren an Schulen https://t.co/eVvzHotPLd",27,9,40,1,2020,9,22
872,"Einbestellen? Nein. Aber der Termin stimmt: Am Montag trifft sich @akk im KAH mit den drei Kandidaten für den #CDUVorsitz - @ArminLaschet, @_FriedrichMerz &amp; @n_roettgen. Gemeinsam planen sie den #cdupt20 und den Wettbewerb bis dahin. Wir sind gespannt! 👇 https://t.co/I7eVTP4XkP",17,12,76,6,2020,9,21
873,@SteinekeCDU @PaulZiemiak ♥️,0,0,8,0,2020,9,21
874,"Sicher durch den Herbst: Deutschland ist bisher vergleichsweise gut durch die #Corona-Krise gekommen. Damit das so bleibt, hat Bundesgesundheitsminister @jensspahn im @DLF besondere Schutzmaßnahmen für Risikogruppen und Fieberambulanzen angekündigt. https://t.co/BDNMhqRRxn https://t.co/X4FsobvSFa",51,12,75,4,2020,9,21
875,"Heute auch Thema beim #Schulgipfel mit der Bundeskanzlerin: Umsetzung 5-Mrd.-#Digitalpakt Schule. Damit alte Tafeln, veraltete PCs &amp; langsames Internet möglichst schnell der Vergangenheit angehören. Gerade #Corona hat nochmal deutlich gezeigt, dass wir hier besser werden müssen. https://t.co/jzaL09vEo1",51,16,57,4,2020,9,21
876,Zum #Weltkindertag gibt es gute Nachrichten: Das #Kindergeld wird zum Januar 2021 erneut erhöht. #Familie|n sind für die #CDU ein Herzensanliegen. https://t.co/BsTM1I2gob,79,25,88,12,2020,9,20
877,@cdu_thueringen @ChristianHirte Herzlichen Glückwunsch @ChristianHirte zur Wahl.,3,2,20,0,2020,9,19
878,"#Familie &amp; Kinder gehören für die meisten in unserem Land zu einem glücklichen Leben dazu. Die #CDU will Familien genau dabei unterstützen. Dafür haben wir vieles auf den Weg gebracht: Baukindergeld, höheres Kindergeld, Kita-Ausbau &amp; Elterngeld. Familien sind uns ein ♥️-anliegen. https://t.co/vr4KuDv8Ax",55,16,74,6,2020,9,19
879,"Alles Gute, Herr Bundestagspräsident! 
Setzen wir uns alle dafür ein, dass sich sein Wunsch erfüllt: ""Helfen Sie mit, dass wir in diesen schwierigen Zeiten unsere Aufgaben alle miteinander so gut wie möglich für unsere wunderbare #Demokratie erfüllen können"". https://t.co/ddLPTHVOjY",41,18,155,4,2020,9,18
880,"✡🍎🍯 Schana tova u'metuka - ein gutes und süßes neues Jahr! Jüdinnen &amp; Juden auf der ganzen Welt kommen heute Abend zusammen, um mit ihren Familien den Beginn des neuen Jahres zu feiern. Die #CDU wünscht einen guten Rutsch ins Jahr 5781 und fröhliche Feiertage! #RoshHashanah https://t.co/oYSamqMJ4v",10,22,93,2,2020,9,18
881,Ein Zeichen von #Freundschaft und enger europäischer #Zusammenarbeit: Grundsteinlegung der künftigen Lufttransportstaffel in #Évreux mit Verteidigungsministerin @akk. 🇩🇪🇫🇷 #Europa https://t.co/HdH1hqnWSW,17,8,31,0,2020,9,17
882,Was unser Generalsekretär sagt.👇🏼 #Belarus https://t.co/x5Y0GpmPfC,12,18,70,0,2020,9,17
883,"Stark! 350 CDU-Ortsvorsitzende aus ganz Deutschland diskutierten heute mit @akk &amp; @PaulZiemiak über digitale Parteiarbeit, aktuelle politische Themen &amp; die Zukunft der #CDU. Das ist gelebte #Volkspartei &amp; zeigt: die CDU ist die digitalste Partei Deutschlands! 📱🇩🇪💪 https://t.co/t08ogovRQi",89,12,81,20,2020,9,16
884,"Die #CDU steht fest an der Seite der #PolizeiNRW, die unsere freiheitlich demokratische Grundordnung verteidigt. Wer diese Werte mit Füßen tritt, hat in der Polizei keinen Platz. NRW-Innenminister #Reul greift durch &amp; setzt einen #Sonderermittler zur Aufklärung der Vorfälle ein.",55,23,85,7,2020,9,16
885,"Erste Rede von @vonderleyen zur Lage der #EU. Dreisprachig, mitreißend und mit den richtigen Ideen für Europas #Zukunft. Mehr Informationen unter 👉🏼 https://t.co/NWEIv9cNQt https://t.co/4Ik0Bf69i1",285,23,81,37,2020,9,16
886,"#Demokratie heißt, dass alle mit anpacken können! Deshalb kommen heute unsere #CDU-Kreisvorsitzenden digital zusammen. Gemeinsam mit @akk &amp; @PaulZiemiak geht es darum, sich offen &amp; ehrlich auszutauschen, um in enger Zusammenarbeit die Zukunft in ganz 🇩🇪 gestalten zu können. https://t.co/CJ6u7I6b9E",37,8,54,0,2020,9,15
887,"Wir streiten &amp; debattieren, finden Kompromisse, machen uns stark für unsere Meinung. #Demokratie ist nicht selbstverständlich. Deshalb müssen wir sie jeden Tag aufs Neue schützen und bewahren. 

Demokratie heißt #Vielfalt. 
Demokratie heißt #Freiheit. 
Auf die Demokratie! 💪🏼 https://t.co/F7f01gfqrC",88,17,70,7,2020,9,15
888,"✡️ Auch die #CDU wünscht dem @ZentralratJuden Mazal Tov zum 70. Jubiläum! Die jüdische Gemeinschaft in Deutschland kann stolz darauf sein, was sie im Vertrauen in sich selbst &amp; im Vertrauen in unser Land hier aufgebaut hat. Auf viele weitere Jubiläen! #Zentralrat70 https://t.co/mD5MJFRSZR",11,10,48,0,2020,9,15
889,"By the way: Die heutigen Sitzungen der CDU-Gremien fanden in hybrider Form 👩🏻‍💻🙋🏼‍♂️statt. Der direkte Austausch ist für uns besonders wichtig. Deshalb sind wir froh, dank der Digitalisierung unserer Parteiarbeit, ergänzende Tagungsformen in unseren Parteialltag integriert zu haben. https://t.co/k5yt0bHVBE",7,7,29,1,2020,9,14
890,"Unsere Konzentration zielt jetzt darauf, einen Parteitag unter strengsten Hygieneregeln vorzubereiten und durchzuführen. Statt geplanter drei Tage wird dieser nur einen Tag dauern. (4/4)",1,3,10,0,2020,9,14
891,Das ist wegen Corona so nicht möglich &amp; auf einem eintägigen Parteitag nicht abzuschließen. Die Ergebnisse der Beteiligungsphase liegen vor. Wir setzen den Prozess fort &amp; wollen ihn gemeinsam mit unseren Mitgliedern und dann mit einem neuen Bundesvorstand abschließen. (3/4),2,4,10,0,2020,9,14
892,Ähnliches gilt für unser #Grundsatzprogramm. Wir haben einen langen Prozess breiter Diskussionen hinter uns. Corona hat diesen Prozess etwas ausgebremst. Wir wollen der Frage nach unseren Grundsätzen den nötigen Raum geben und intensiv mit unseren Mitgliedern debattieren. (2/4),2,2,3,0,2020,9,14
893,"Unser nächster Parteitag wird wegen Corona auf nur einen Tag reduziert. Dies bietet nicht genügend Raum für die Diskussion wichtiger Satzungsfragen, die unsere Struktur- &amp; Satzungskommission erarbeitet hat. Die guten Vorschläge werden wir weiter verfolgen und voranbringen. (1/4) https://t.co/ifBhh7jwXA",9,9,30,6,2020,9,14
894,Jetzt live: Pressekonferenz mit CDU-Generalsekretär @PaulZiemiak nach Präsidium und Bundesvorstand. https://t.co/ZAj6mH5NkZ,8,11,23,2,2020,9,14
895,"Der Bundesvorstand hat heute beschlossen, dass der nächste Parteitag #cdupt20 wegen #Corona auf nur einen Tag reduziert wird: Unsere Konzentration zielt jetzt darauf, einen Parteitag zur Wahl eines neuen Vorsitzenden unter strengsten Hygieneregeln vorzubereiten &amp; durchzuführen. https://t.co/nPneB4Mv2K",2,14,50,3,2020,9,14
896,"#digitalstattviral: Der Bundesvorstand tagt heute hybrid. 🖥⌨️👇
https://t.co/ii8s1u4IwZ",1,3,11,1,2020,9,14
897,"‼️
https://t.co/K9yK0DEUpR",2,2,6,0,2020,9,14
898,"👇
https://t.co/ANaxsts97q",1,1,2,0,2020,9,14
899,"Jetzt zählt das Hier und Wir: 
📅 Am 27. September 2020 finden in #NRW die #Stichwahlen statt. Wir wollen starke Städte und Landkreise. 💪🏽Die CDU ist #DieKommunalpartei. #KW20NRW",5,8,40,0,2020,9,14
900,"Guten Morgen, heute tagen das #CDU-Präsidium im Konrad-Adenauer-Haus und im Anschluss der Bundesvorstand digital. Die Pressekonferenz dann im Anschluss ab 13:30 Uhr im #Livestream auf https://t.co/Ko9ZHJ5Z4P oder hier bei #Twitter. https://t.co/7G7xGmmMU6",10,9,32,1,2020,9,14
901,👏 Herzlichen Glückwunsch an unser Bundesvorstandsmitglied Thomas #Kufen zur Wiederwahl als Oberbürgermeister von #Essen! Starke Leistung 💪 @CDU_Essen #Kommunalwahl2020,9,9,107,1,2020,9,13
902,Die #CDU ist die mit Abstand stärkste Kraft in #NRW! Ein Beweis für das Vertrauen der Bürgerinnen &amp; Bürger in die Arbeit unserer Kommunalpolitiker vor Ort. Herzlichen Glückwunsch @CDUNRW_de und danke allen engagierten Wahlkämpfern. #CDUnrw #Kommunalwahl2020 https://t.co/d2Xi96B25S,53,41,187,11,2020,9,13
903,"+++ Erinnerung an alle in NRW +++

🗳 Schon gewählt? Noch nicht? Dann jetzt ins Wahllokal (eigenen Stift 🖊 nicht vergessen!) und mit darüber entscheiden, wie es in den Städten &amp; Gemeinden in #NRW weitergeht. Kleiner Tipp: Die #CDU ist eine gute Wahl! #Kommunalwahl2020 @CDUNRW_de https://t.co/5VzkJXqlFx",73,17,79,5,2020,9,13
904,⏰🗳 Wie geht es weiter in den Städten und Gemeinden in #NRW? Darüber entscheiden die Wählerinnen und Wähler heute bei der #Kommunalwahl2020. Die @CDUNRW_de macht mit ihren Kandidaten ein Angebot für attraktive Städte und Gemeinde. Deshalb: Natürlich #CDU wählen. https://t.co/Du6uMIUXBb,26,10,47,0,2020,9,13
905,Morgen finden in #NRW die Kommunalwahlen statt. Wir als @CDU stellen die Anliegen in den Städten &amp; Gemeinden in den Mittelpunkt unserer Politik und übernehmen Verantwortung für die Regionen! Deshalb die Bitte unseres Generalsekretärs @PaulZiemiak: Morgen #CDU wählen! @CDUNRW_de https://t.co/jFL1C6o3z1,62,11,58,4,2020,9,12
906,"Wir sind die #DieKommunalpartei! Wir wollen, dass Kommunen für alle attraktiv sind und dass die Menschen überall einen guten Zugang zu Kitas, Ärzten und Geschäften haben. Deswegen unterstützen wir sie bei der Lösung von Problemen vor Ort. https://t.co/cA9PFMmMZM",46,7,40,0,2020,9,12
907,"Liebe @CSU,

Studien belegen, dass Menschen, die mit Geschwistern aufwachsen, oft glücklicher sind. Ich kann das nur bestätigen. Kabbeleien und Ärger gibt es manchmal, aber am Ende hält man zusammen. Deshalb: auf die nächsten 75 Jahre! 🎂🥳 #75JahreCSU

Deine große Schwester #CDU https://t.co/7WLWp3o8rS",56,38,215,14,2020,9,12
908,"Die beste Schwester der Welt feiert morgen ihren 75. Geburtstag. @BR_Presse hat dieser 75jährigen Erfolgsgeschichte eine eigene Dokumentation gewidmet. 

Mit dabei auch unsere Chefin @akk. Liebe @CSU, alles Gute, viel Erfolg weiterhin und Gottes Segen. 
👇
https://t.co/nJ4UJFjIpT",68,14,110,5,2020,9,11
909,Warum unser #Generalsekretär @PaulZiemak in der CDU ist? Weil sie immer - und wenn es noch so schwer ist - das Verbindende über das Trennende stellt. Auch deshalb am Sonntag in #NRW #CDU wählen! #NRWwirdvorOrtgemacht #Kommunalwahl2020 https://t.co/unrBh7QDBJ,31,8,32,2,2020,9,11
910,⏰Weniger als 48 Stunden zur Kommunalwahl in #NRW. Die @CDU ist #DieKommunalpartei Deutschlands: Mehr als 20.000 #CDU Mitglieder kandidieren für die kommunalen Parlamente. Sie wollen Verantwortung übernehmen und die Zukunft Ihrer Region gestalten! Deshalb: Am Sonntag #CDU wählen! https://t.co/AKE8SHNHvM,60,15,56,4,2020,9,11
911,Wir sind #DieKommunalpartei! Unsere Kinder brauchen intakte Schulgebäude – vom modernen Klassenzimmer bis zur funktionierenden Schultoilette. Außerdem gibt es für mobile Endgeräte für Schüler 500 Millionen Euro aus dem „Digitalpakt Schule“. https://t.co/4L7KUiBICR,68,13,54,8,2020,9,11
912,"Wir sind die #DieKommunalpartei! 
Für uns ist klar: Millionen Ehrenamtliche sorgen jeden Tag für einen starken Zusammenhalt. Das verdient Respekt und Anerkennung. https://t.co/bKRMeJm0tL",24,9,50,2,2020,9,11
913,"#cellbroadcast? Hört sich kompliziert an, ist aber ganz einfach: Alle Handys in einer Funkzelle erhalten eine Nachricht. Eine gute Lösung für Warnungen vor Gefahren. Unser Generalsekretär @PaulZiemiak schlägt das als Erkenntnis aus dem #Warntag2020 vor. https://t.co/LX37KJOmcG",36,4,38,1,2020,9,10
914,"📅 Noch drei Tage bis zur #Kommunalwahl2020 in #NRW!
Jetzt schnell noch Freunde und Bekannte anrufen &amp; überzeugen, denn: #NRWwirdvorOrtgemacht! 🗣 Kommunalpolitik ist die Herzkammer der Politik ❤️. Deswegen: Am Sonntag #CDU wählen! 🗳 
@CDUNRW_de https://t.co/gp1YZsTgp3",38,7,26,2,2020,9,10
915,"Nachhaltige Konzepte statt Symbolpolitik, Sicherheit und Ordnung als Grundlage für Wachstum und Kreativität. Darüber haben CDU-Generalsekretär @paulziemiak und OB-Kandidat @drkeller2020 mit @wznewsline gesprochen. https://t.co/6EKWYX2cmc",29,12,37,2,2020,9,10
916,🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨 #Warntag2020,31,5,55,0,2020,9,10
917,"👀 Einschalten – wenn Angela #Merkel und @donaldtusk heute beim Tag der #KAS ab 17:30 Uhr zu „30 Jahre deutsche Einheit. Deutschland &amp; Europa in der Welt“ diskutieren. 🇩🇪🇪🇺

👉🏽 Den Livestream gibt’s auf: https://t.co/qcMXOntB7n, bei @KASonline und hier: https://t.co/ZHKIMnPX4q https://t.co/QfXyWJr4Q0",12,10,31,2,2020,9,10
918,"Wir sind #DieKommunalpartei! Saubere Luft in unseren Städten und Gemeinden geht nur mit sauberen Autos, Bussen und Transportern. Der Bund fördert deshalb Öko-Busse, Öko-Taxis und 100.000 neue Ladepunkte für Elektroautos. https://t.co/Y1nh0CvA2j",29,3,31,4,2020,9,10
919,".@akk: Nur noch 100 Stunden bis zur Kommunalwahl in Nordrhein-Westfalen. Jetzt gemeinsam mit voller Kraft in den Endspurt mit Stephan Keller und zur Unterstützung der 8.000 amtierenden Kandidaten, die sich täglich für ihre Heimat einsetzen! 💪🏼 #NRWwirdvorOrtgemacht https://t.co/kTlvyOg1Oe",16,9,42,1,2020,9,9
920,"Der Endspurt zur #Kommunalwahl2020 ist eingeläutet. Bis zur Schließung der Wahllokale gibt die @CDUNRW_de Gas. Sei dabei &amp; mach mit:
👉 Rufe Freunde an
👉 Klopfe an Türen
👉 Verteile Flyer 

Wir sind #DieKommunalpartei und die Stimme vor Ort für die Interessen der Bürger. https://t.co/ccR32dYhBH",21,9,22,0,2020,9,9
921,"Ein Oberbürgermeister ist dann überzeugend, wenn er gute Politik macht. Genau das macht Stefan Keller: Am 13. September geht es in #Düsseldorf darum, welche Richtung die Stadt in Zukunft einschlägt. Gemeinsam mit @tj_tweets diskutiert @akk mit Mitgliedern der @cduddorf. 💪🏼 https://t.co/P1vdfxhBLJ",7,12,36,1,2020,9,9
922,"Wolfgang #Schäuble schreibt in der @pnp zu den #Corona-Erfahrungen: „Schmerzhafte Anpassung an die neue Normalität sind unvermeidlich.“ Gleichzeitig macht er deutlich, dass #Deutschland während Corona eine ungeahnte Beweglichkeit an den Tag gelegt hat.
👉🏼 https://t.co/iCeyJRZrqv https://t.co/O1xIhCR5KS",10,8,24,2,2020,9,9
923,"Wir sind #DieKommunalpartei! Wie es #Familien geht, entscheidet sich vor allem ganz konkret vor Ort. Deshalb unterstützt der Bund den Ausbau und Betrieb der Kinderbetreuung mit Milliardensummen. Das hilft Eltern und Gemeinden und sichert eine gute Kinderbetreuung. https://t.co/haFcmNQvQO",27,9,33,0,2020,9,9
924,Wir sind die #DieKommunalpartei! Für uns ist klar: Behördengänge kosten Zeit – und Nerven. Deshalb machen wir sie mit dem “digitalen Portal” überflüssig. Kommunen werden dafür mit drei Milliarden Euro aus dem #Kraftpaket unterstützt. https://t.co/7uxzJOPxVQ,15,10,33,0,2020,9,8
925,"Eine aktuelle #Allensbach-Umfrage zeigt: Probleme lösen, Krisen meistern - das können wir als #CDU‼️

Auch in #NRW stehen wir für eine verlässliche Politik, die die Stabilität &amp; das Wohlergehen im Blick hat.
👉 Deshalb: Am 13.09. @CDUNRW_de wählen 🗳️ #Kommunalwahl2020 https://t.co/JCuzSO7jfD",40,5,31,4,2020,9,8
926,"Der öffentliche Gesundheitsdienst muss leistungsfähig bleiben! Die #Bundeskanzlerin hat daher mit Verantwortlichen vor Ort beschlossen:
➡️ 4 Mrd. Euro zur langfristigen Unterstützung
➡️ 5000 neue Stellen
➡️ Ausbau digitaler Lösungen
Mehr Informationen👉🏽 https://t.co/FJdY6Qbuj1 https://t.co/ysTasYpgI7",8,8,24,1,2020,9,8
927,"Wir sind #DieKommunalpartei! 
🌐 Wir investieren Milliarden in schnelles Internet. Für uns ist klar: Gute Netze gehören zum Leben dazu. Ob für Arbeitnehmer im Homeoffice, für Schülerinnen und Schüler im Unterricht oder für Unternehmen, die auf modernste Technik angewiesen sind. https://t.co/aHwlPJPRrA",103,19,81,8,2020,9,8
928,"Jetzt gilt‘s: Noch bis Sonntag kämpfen, werben, reden, Haustüren klopfen, telefonieren, überzeugen. Eine starke Union für starke Kommunen. 💪🏼 #Kommunalpartei #Kommunalwahl2020 @CDUNRW_de https://t.co/Izzn1w5KY4",12,2,39,1,2020,9,7
929,"Was unser Generalsekretär sagt: Gewalt ist kein Ausdruck von Meinungsfreiheit! Vielen Dank den Polizistinnen und Polizisten für ihren Dienst. Wir wollen die besser schützen, die uns schützen. #le0509 👇 https://t.co/jHlk88prxK",28,20,102,2,2020,9,7
930,"Servicetweet: Für die Auszahlungstermine des Kinderbonus ist die Endziffer der Kindergeldnummer wichtig. 💡Diese entnehmen Sie dem ersten Bewilligungsbescheid Ihrer Familienkasse.

Weitere Antworten auf alle wichtigen Fragen finden Sie unter: 👉🏼 https://t.co/xRjApLvkwe https://t.co/DJlBLSax8x",2,4,12,1,2020,9,7
931,18 Millionen Nutzer sind schon dabei. Jetzt ist das neueste Update der #Corona-Warn-App da. Verlässlicher und barrierefreier. Werden Sie aktiv: Aktualisieren Sie Ihre App-Version. Laden auch Sie die aktuelle Version für Android oder iOS auf Ihr Handy. 📲 https://t.co/jvbsX9oiC0,21,12,38,1,2020,9,7
932,Die Familienkassen beginnen ab heute mit der Auszahlung der ersten Bonusrate von 200 Euro zusätzlich zum Kindergeld an rund 18 Millionen Kinder in 🇩🇪. Warum? Weil Corona für Familien eine Herausforderung ist. Deshalb unterstützt die CDU-geführte Bundesregierung gezielt Familien. https://t.co/rSDaCWhBbs,39,10,51,5,2020,9,7
933,"🏠🏢 Wir sind die #DieKommunalpartei! 
Wir wollen, dass Wohnen bezahlbar ist: Das beste Mittel gegen hohe Mieten ist der Bau neuer Wohnungen in Stadt &amp; Land. Mit unserer Wohnraumoffensive sollen deutschlandweit 1,5 Millionen neue Wohnungen und Eigenheime entstehen. https://t.co/8NI42Gxb49",38,27,75,8,2020,9,7
934,"🗓️ Noch eine Woche bis zur #Kommunalwahl2020 in #NRW. Die #CDU ist #DieKommunalpartei &amp; die Stimme vor Ort für die Interessen der Bürgerinnen und Bürger. Für uns ist klar: Handlungsfähige Kommunen bringen Stabilität, Wohlstand &amp; Sicherheit. 💪 https://t.co/Zj1v97GFnC",49,22,79,4,2020,9,6
935,"🎂 Aus dem Newsroom der #CDU senden wir die herzlichsten Glückwünsche zum Geburtstag, lieber @paulziemiak! 🎉 https://t.co/QzLo5kCuWJ",14,2,98,0,2020,9,6
936,".@akk heute in der @rponline zur #Dienstpflicht: Für mich ist es ein zutiefst bürgerlicher Gedanke, seinem Land und der Gesellschaft etwas zurückgeben zu wollen, deshalb bin ich für diese Dienstpflicht und werde mich in der #CDU dafür einsetzen. https://t.co/4kINtaD6VS",282,24,138,105,2020,9,5
937,😷 #Kommunalwahl2020 @CDUNRW_de 👇 https://t.co/BUyHta9bP2,6,4,30,2,2020,9,4
938,"Werden auch Sie jetzt #CDU-Mitglied‼️
👉 https://t.co/pkaTCBnwuW https://t.co/Rxgzovtacc",290,25,75,41,2020,9,4
939,"... braucht es jeden der knapp 20.000 Frauen und Männer, die sich in diesem Jahr zur #Kommunalwahl2020 in NRW zur Wahl stellen. Denn: Keine andere Partei ist kommunalpolitisch in NRW so sehr verankert wie die #CDU."" 2/2 

https://t.co/lhHUeYH9of",2,2,12,0,2020,9,4
940,"Vorsitzende @akk war gestern Abend beim Empfang zu #75JahreCDU #Bonn: ""Wie in Bonn so auch im Land: Die #CDU ist Zukunftspartei und eine verlässliche Kraft in NRW: Und das auf allen Ebenen. Damit das auch in ganz Nordrhein-Westfalen weiterhin so bleibt, ... 1/2 #Kommunalwahl2020 https://t.co/o2Ubinc6y0",10,7,30,1,2020,9,4
941,"Russische Regierung muss den Fall Nawalny aufklären. @akk: „Das System Putin ist ein aggressives Regime, das seine Interessen ohne Skrupel durchzusetzen versucht.""

👉 https://t.co/T4wCwpDOpC https://t.co/jVlJLafV2q",104,15,60,9,2020,9,4
942,".@akk hat im Fall #Nawalny deutliche Worte im @rponline-Interview gefunden: ""Wir wollen gute Beziehungen zu den russischen Menschen, aber wir müssen das System Putin als das betrachten, was es ist – ein aggressives Regime."" https://t.co/PprAHbSX04",54,15,63,1,2020,9,3
943,"#NRW wird Ort gemacht - am 13. September ist Kommunalwahl!

Sicherheit, Strukturwandel, Verkehr - diese Themen sind bei der #CDU und ihren rund 20 000 Kandidatinnen und Kandidaten der @CDUNRW_de für die #Kommunalwahl2020 in den besten Händen.
👉 https://t.co/Z5QvzsjnFy https://t.co/E2HML6tC06",9,3,20,0,2020,9,3
944,#75JahreCDU https://t.co/R07WqbzyuC,23,6,34,2,2020,9,2
945,"In der Festrede zu #75JahreCDU @cdunrw_de betont @paulziemiak: In unseren 75 Jahren haben wir immer wieder Unerwartetes &amp; Visionäres vollbracht. Wir haben überrascht &amp; begeistert. Und immer wieder bewiesen: Zukunft, das können wir. Darauf können wir Stolz sein. https://t.co/kCh9Z2hz9w",40,10,61,5,2020,9,2
946,"Jetzt einschalten📺: Die @cdunrw_de feiert #75JahreCDU in Nordrhein-Westfalen. Der Festakt mit @PaulZiemiak, @hovenjuergen und @ArminLaschet kann live auf Facebook verfolgt werden: https://t.co/C9QvjIPsgp‼ https://t.co/8HeyLfXNg7",11,6,15,0,2020,9,2
947,"""Kinder. Dank. Tinder."" wäre auch ein guter Slogan gewesen 😉 

Denn die @CDUNRW_de ist die Familienpartei in NRW und sorgt für beste Bildung vor Ort. Mehr zum Wahlprogramm unter: https://t.co/lhHUeYH9of und am 13. September CDU wählen🗳️. @CDURheine https://t.co/MiiD7K5vYT",67,13,94,14,2020,9,2
948,🗳 Am 13. September ist es soweit – Millionen Wahlberechtige in #NRW wählen ihre kommunalen Vertreter &amp; Vertreterinnen. @akk &amp; @PaulZiemiak unterstützen die @CDUNRW_de bei der #Kommunalwahl2020. 💡 Wie Sie den Wahlkampf am besten verfolgen können: https://t.co/dsN1oqGb1z https://t.co/rSxPuz1Fk1,27,15,54,5,2020,9,1
949,"Heute vor 81 Jahren begann der 2. Weltkrieg mit dem Überfall der Wehrmacht auf Polen. Es war der Beginn eines Krieges, der mit der #Schoah das dunkelste Kapitel der Geschichte unseres Landes markiert. Wir müssen an das Leid erinnern, damit es #niewieder geschieht. https://t.co/vWwW5V8VKn",42,41,111,7,2020,9,1
950,"‼ Das #CDU-Präsidium verurteilt die Gewalt rund um die #Corona-Demo in #Berlin scharf und stellt sich klar an die Seite der deutschen Sicherheitsbehörden: Mehr Personal, bessere Ausstattung &amp; höhere Strafen bei Angriffen auf Polizisten. 👉 Der Beschluss: https://t.co/CjreCyKRWe https://t.co/Osix6zLDZR",129,25,151,29,2020,9,1
951,"@hib_Nachrichten @Bundestag Willkommen @hib_Nachrichten! 
Auf gute Twitter-Nachbarschaft 😃",7,1,14,0,2020,8,31
952,"Politik lebt von Austausch und Diskussion. Wer sich einbringen möchte, ist in der #CDU herzlich willkommen:
👉 https://t.co/SqrVJsLbm8",8,2,12,2,2020,8,31
953,"‼👇
https://t.co/vH5yZF0GUH",3,2,20,1,2020,8,31
954,"Für Generalsekretär @PaulZiemiak sind die Attacken auf @jensspahn inakzeptabel und zeugen weder von Dialogbereitschaft noch von Respekt: 
https://t.co/nEAo30prow",26,3,43,1,2020,8,31
955,Wir verurteilen die Anfeindungen gegen @jensspahn im NRW-Wahlkampf am Wochenende aufs Schärfste. #kommunalwahl2020 👇 https://t.co/s54nAGkM9d,51,16,169,11,2020,8,31
956,".@akk spricht sich bei @berlindirekt dafür aus, dass der geplante Parteitag z. Wahl eines neuen Vors. stattfinden soll: Jetzt ist nicht entscheidend, was aus einem selbst wird. Entscheidend ist, ob die #CDU einen Beitrag zu einem stabilen 🇩🇪 leisten kann. 
https://t.co/bZEZ5pA1R1",16,6,35,1,2020,8,31
957,"Man kann von jedem verantwortungsvollen Staatsbürger erwarten, dass man in dieser Abwägung zwischen seiner Freiheit und den Bedürfnissen anderer zu einer verantwortbaren Entscheidung kommt. (2/2)
#Sommerinterview @berlindirekt",22,7,24,2,2020,8,30
958,".@akk bei @berlindirekt: Jeder muss für sich selbst überlegen: Die Freiheit, die er für sich selbst reklamiert, schränkt möglicherweise die Freiheit von Älteren und Kranken ein. Möglicherweise führt dies auch wieder zu Schulschließungen, die Kinder von Bildung abschneidet. (1/2) https://t.co/LYSDxYeaZK",27,10,45,1,2020,8,30
959,".@akk: Für die @CDU ist klar: Wir müssen so schnell wie möglich zu soliden Haushalten zurückkommen. Das hängt davon ab, ob sich die Wirtschaft erholt oder ob wir den klassischen linken Fehler machen mit Steuererhöhungen und Vergemeinschaftung von Schulden in Europa. @berlindirekt https://t.co/TKD0OfguTH",33,16,75,6,2020,8,30
960,"📺🎥 Mehr zu den Ereignissen in Berlin, zu Corona und zum Parteitag der #CDU heute Abend im @ZDF-Sommerinterview bei @berlindirekt mit @ShakuntalaBaner. 🔴 19:10 Uhr - schalten Sie ein‼ https://t.co/l7NWZMx1AM",12,9,26,2,2020,8,30
