,content,replyCount,retweetCount,likeCount,quoteCount,year,month,day
6891,"Volker #Bouffier: In Hessen werden wir uns um eine Landarztklausel kümmern. Wer ein Abi von 2,0 hat, kann genauso ein hervorragender Arzt sein. #starkesHessen #ltwhe18 #ltwhessen @cdu_hessen",6,9,26,4,2018,10,22
6892,"Volker #Bouffier: Kinder haben nur eine Schulzeit. Sie brauchen Lehrer und gute Bildung, keine Ideologie. #starkesHessen #ltwhe18 #ltwhessen @cdu_hessen @Junge_Union @juhessen @Schueler_Union",10,7,21,3,2018,10,22
6893,"Klare Ansage in Sachen #Schule: In #Hessen sollen die Eltern entscheiden, auf welche Schulen ihre Kinder gehen. Mit uns wird es keine Einheitsschulen geben, sagt Volker #Bouffier. @cdu_hessen @juhessen  @Schueler_Union #ltwhe18 #ltwhessen #starkesHessen",5,5,13,3,2018,10,22
6894,"Volker #Bouffier: Wir sind gut, in vielen Dingen sogar Spitze! Daher werden wir auch in Zukunft mit aller Kraft für ein #starkesHessen arbeiten. #ltwhe18 #ltwhessen @cdu_hessen",11,5,13,1,2018,10,22
6895,"Volker #Bouffier redet Klartext: Dieses starke Land #Hessen kann keine Regierung gebrauchen, in der die Linkspartei dabei ist. #starkesHessen #ltwhe18 #ltwhessen @cdu_hessen",48,15,76,8,2018,10,22
6896,"Gemeinsam für ein starkes Hessen! Die @cdu_hessen, @juhessen und @connectcdu setzen auf #Haustürwahlkampf! Danke an die @jusaar für die Unterstützung. Am 28. Oktober beide Stimmen für die #CDU! #ltwhe18 #starkesHessen #ltwhessen https://t.co/ObG3EWqw12",14,15,36,2,2018,10,22
6897,"Angela #Merkel: Es wird knapp, aber es kann gelingen. Am Sonntag ist Ihr Tag. Schauen Sie sich in der Welt um, wir können stolz auf unsere Demokratie sein. Gehen Sie zur Wahl. Beide Stimmen CDU! #starkesHessen #ltwhe18 #ltwhessen",52,18,58,6,2018,10,22
6898,"Angela #Merkel: Treffen Sie am Sonntag eine Entscheidung, die #Hessen – ihre Heimat – in sicheren Fahrwassern hält. Beide Stimmen CDU. #starkesHessen #ltwhe18 #ltwhessen @cdu_hessen",16,6,23,1,2018,10,22
6899,"Angela #Merkel: Die #CDU hat dafür gesorgt, dass die Universitätslandschaft in #Hessen immer besser und vielfältiger wird. Die @cdu_hessen liefert Verlässlichkeit für Forschung und Lehre. #starkesHessen #ltwhe18 #ltwhessen",6,8,20,1,2018,10,22
6900,"„Unser Dank gilt den Gründungsvätern, und es waren auch sehr viele Gründungsmütter, die Kassel wieder zu einem liebenswerten Ort gemacht haben“, betont Angela Merkel am 75. Jahrestag der Bombardierung Kassels. #ltwhe18 #ltwhessen",2,6,13,1,2018,10,22
6901,"Gemeinsam für ein #starkesHessen! „Wir wollen in den nächsten Tagen möglichst viele Menschen erreichen, damit Volker #Bouffier Ministerpräsident bleiben kann, damit #Hessen weiter stabil regiert bleibt“, so Angela Merkel. @cdu_hessen @Junge_Union @PaulZiemiak @_A_K_K_ #ltwhe18 https://t.co/zZ4Qf6jGaO",51,22,85,8,2018,10,22
6902,"Wirtschaftsminister @PeterAltmaier erklärt im @morgenmagazin, warum Deutschland ein Interesse daran hat, dass es hier und in Europa auch künftig eine leistungsfähige Stahlindustrie geben muss. https://t.co/3rHmMEU27n #Stahlgipfel",14,12,18,1,2018,10,22
6903,"Die Mischung aus Onlineansprache und den persönlichen Ansprachen wie dem Haustürwahlkampf ist entscheidend für einen erfolgreichen Wahlkampf, betont @_A_K_K_ bei der #ikpk18. Deshalb setzt die  @cdu_hessen mit @connectcdu auf diese Elemente! #starkesHessen #ltwhe18 https://t.co/DZBRTjbt10",9,8,17,1,2018,10,22
6904,"Es geht heute um Haltung. Eine Haltung abgeleitet aus Grundwerten. Deshalb diskutiert die CDU in diesen bewegten Zeiten ein neues Grundsatzprogramm, so @_A_K_K_ bei der #ikpk18. Mehr Infos zu diesem Prozess: https://t.co/TLntXMmAei https://t.co/jQW2ixyPa8",13,10,30,2,2018,10,22
6905,".@_A_K_K_ betont bei der #ikpk18, dass wir Vertrauen, Echtheit und Authentizität in der politischen Kommunikation brauchen. Und wir brauchen die richtigen Inhalte. Inhalt und Kommunikation müssen zusammenwirken. https://t.co/T813Sz9Y9y",28,11,24,1,2018,10,22
6906,Tipp: Ab 9 Uhr ist unsere Generalsekretärin @_A_K_K_ bei der #ikpk18 und spricht dort über Kampagnen in politisch bewegten Zeiten. Auch im Livestream zu sehen unter https://t.co/mYeNMyeMAO @KASonline,7,5,17,1,2018,10,22
6907,"„Jetzt geht es um Hessen!“ Unter diesem Slogan stand der Sonntag im Berliner Konrad-Adenauer-Haus, der Bundesgeschäftsstelle der CDU. Der Tag im Überblick: https://t.co/yxqG2g0ruc #starkesHessen #ltwhe18 @cdu_hessen",29,14,56,4,2018,10,21
6908,"Volker #Bouffier und Angela #Merkel sind optimistisch, dass #Fahrverbote in Frankfurt vermieden werden können. Die individuelle Mobilität muss erhalten bleiben! #Diesel #ltwhe18 #starkesHessen https://t.co/ybaaKtEkbK",44,10,36,9,2018,10,21
6909,Volker Bouffier: Politische Stabilität in Hessen gibt es nur mit der @cdu_hessen. #ltwhe18 #starkesHessen https://t.co/307RA6RQOq,8,6,28,1,2018,10,21
6910,Klartext von Angela Merkel: #Hessen hat eine gute Regierung verdient mit Volker #Bouffier an der Spitze. #ltwhe18 #starkesHessen @cdu_hessen,6,4,19,2,2018,10,21
6911,"Angela Merkel: Die Koalition in #Hessen hat gut gearbeitet. Das Land braucht keine linken Experimente. Volker #Bouffier steht für Bodenständigkeit, Respekt, Toleranz, Mut und Optimismus. Nur zwei Stimmen für die @cdu_hessen sorgen für ein #starkesHessen. #ltwhe18",36,20,72,5,2018,10,21
6912,Angela Merkel: Wir sehen die Verantwortung bei der Automobilindustrie. Sie muss das Vertrauen wieder herstellen. #diesel #starkesHessen #ltwhe18,54,17,52,5,2018,10,21
6913,Angela Merkel: Nur zwei Stimmen für die #CDU garantieren Stabilität in Hessen. #starkesHessen #ltwhe18 @cdu_hessen,10,8,20,1,2018,10,21
6914,"Angela Merkel: Wir stehen voll hinter der @cdu_hessen. Wir wollen, dass Volker Bouffier Ministerpräsident bleibt. Es geht jetzt um Hessen. #starkesHessen #ltwhe18 https://t.co/VAiUOKxtns",11,9,29,2,2018,10,21
6915,Pressestatement von Angela Merkel und Volker Bouffier nach den CDU-Gremiensitzungen. https://t.co/59sMRMhYIB,22,15,40,7,2018,10,21
6916,Gemeinsam für Hessen! #starkesHessen #ltwhe18 https://t.co/8MnD69pxps,6,7,25,1,2018,10,21
6917,Unser Bundesvorstand steht zusammen: Wir kämpfen gemeinsam für die @cdu_hessen. Jetzt geht’s um Hessen! Beide Stimmen für Volker #Bouffier und die CDU! #starkesHessen #ltwhe18 #ltwhe https://t.co/S3B7P2Vp6O,55,34,113,14,2018,10,21
6918,"Jetzt geht’s um Hessen! Gemeinsam für Hessen: Angela Merkel, @_A_K_K_ und Volker Bouffier Mit Wahlkämpferinnen und Wahlkämpfern der @Junge_Union, die die @cdu_hessen in dieser Woche unterstützen werden! #starkesHessen #ltwhe18 https://t.co/zgycEyH1Qf",17,22,42,2,2018,10,21
6919,Jetzt live auf https://t.co/WPmUifKuO8: Facebook Live mit Volker Bouffier und @_A_K_K_. Stellen Sie dort gerne Ihre Fragen! #starkesHessen #ltwhe18 https://t.co/RxGCjhYUiE,9,10,17,1,2018,10,21
6920,"Jetzt geht‘s um Hessen. Motivation für den Wahlkampfendspurt: Angela Merkel, Volker Bouffier und @_A_K_K_ telefonieren mit besonders engagierten Wahlkämpferinnen und Wahlkämpfer aus Hessen. Wir kämpfen alle gemeinsam für ein starkes Hessen. #starkesHessen #ltwhe18 https://t.co/PYank60M49",17,21,41,6,2018,10,21
6921,Unsere stellvertretende Bundesvorsitzende @JuliaKloeckner ist erneut zur Landesvorsitzenden der @cdurlp gewählt worden. Herzlichen Glückwunsch! #CDUrlpt18 https://t.co/rglQ6QPuQE,21,13,77,6,2018,10,20
6922,"Auf dem Landesparteitag der @cdu_thueringen ist @MikeMohring nicht nur als Landesvorsitzender wiedergewählt, sondern auch als Spitzenkandidat für die Landtagswahl 2019 gewählt worden! Herzlichen Glückwunsch! #Aufbruch2019 https://t.co/YByn6mmfuX",8,15,32,2,2018,10,20
6923,@jusaar @tobiashans @cdu_saar @_A_K_K_ @uhl_markus Könnte schon der Slogan für die nächste Landtagswahl sein 😉,0,1,5,0,2018,10,20
6924,Tipp: Facebook Live mit Volker #Bouffier und @_A_K_K_ am Sonntag ab 16 Uhr auf unserer Facebook-Seite der #CDU. Stellen Sie gerne schon Ihre Fragen vorab unter https://t.co/c1VBQQOs89 #starkesHessen #ltwhe18 #ltwhessen #FacebookLive https://t.co/suCuhq09Bl,10,11,17,1,2018,10,20
6925,Der saarländische Ministerpräsident @tobiashans ist neuer Landesvorsitzender der @cdu_saar! Herzlichen Glückwunsch! https://t.co/ejghekTaF5,6,9,52,1,2018,10,20
6926,CDU-Generalsekretärin @_A_K_K_ unterwegs im Landtagswahlkampf in Hessen: Wir kämpfen gemeinsam um jede Stimme für Volker Bouffier und die @cdu_hessen. Einblicke in den Wahlkampf vor Ort: https://t.co/qEFoYz1PfN #starkesHessen #ltwhe18  #ltwhessen,26,14,38,1,2018,10,18
6927,"Das #GuteKitaGesetz ist auf dem Weg. Heute hat der #Bundestag in erster Lesung den Gesetzentwurf der Bundesregierung beraten. @NadineSchoen: „Wo gute Kita draufsteht, muss auch gute Kita drin sein.“ https://t.co/LOgq4gDXKo #Familie",8,12,34,2,2018,10,18
6928,"Für die Familie die Arbeitszeit befristet zu verkürzen – das wünschen sich viele Frauen und Männer in unserem Land. Im deutschen Bundestag wurde jetzt ein wichtiger Schritt getan, um diesem Wunsch zu entsprechen: Mit der Brückenteilzeit. Mehr Infos: https://t.co/Xw0gOCylSx https://t.co/qa59XHdMvY",4,9,18,2,2018,10,18
6929,Bei de Leud: @_A_K_K_ und @M_Boddenberg kämpfen um jede Stimme beim Markt an der Konstabler Wache in Frankfurt. Für ein #starkesHessen. #ltwhe2018 https://t.co/u3MIQ4LDQt,9,7,26,4,2018,10,18
6930,"Koalitionen sind wie Backmischungen: Wenn man die Zusammensetzung ändert, wird der Kuchen nichts. Nur eine starke @cdu_hessen sorgt für eine weiterhin stabile Regierung! @_A_K_K_ #starkesHessen #ltwhe18",54,16,71,41,2018,10,18
6931,".@_A_K_K_: Wer will, dass Hessen weiter erfolgreich bleibt, der hat nur eine Wahl: Volker #Bouffier und die @cdu_hessen! #starkesHessen #ltwhe18",10,3,11,2,2018,10,18
6932,".@_A_K_K_: Die Möglichkeit wählen 🗳 zu gehen ist ein Privileg, für das anderswo die Menschen auf die Straße gehen oder sogar ihr Leben einsetzen. Wir sollten nicht fahrlässig damit umgehen. #ltwhe18 #starkesHessen",30,11,36,5,2018,10,18
6933,Weiter geht‘s in Bad Homburg. @holger_bellino kann mehr als 200 Gäste beim mittelständichen Unternehmen Ringspann begrüßen: „Jetzt geht es um Hessen! Wir haben Hessen in den letzten Jahren zum #Spitzenland gemacht.“ #Bildung #Wirtschaft #Sicherheit #ltwhe18 #starkeshessen https://t.co/yZwCR1Evg6,5,7,15,1,2018,10,18
6934,Tipp: Auf der #IKPK18 (21.-22. Oktober in #Berlin) geht es um politische Verantwortlichkeit in einer fragilen Welt. Die KAS setzt sich kritisch mit digitalen Trends und ihren Auswirkungen auf Wahlen und Kampagnen auseinander. Mit dabei u.a. @_A_K_K_! Mehr: https://t.co/mYeNMyeMAO,2,8,12,2,2018,10,18
6935,".@_A_K_K_ wirbt für @connectcdu und den Haustürwahlkampf🏡: Es geht jetzt darum, im persönlichen Gespräch noch viele Menschen für Volker #Bouffier zu überzeugen. #ltwhe2018 #butzbach",4,4,15,1,2018,10,18
6936,".@_A_K_K_: Wir brauchen für unsere Kinder die beste Bildung. Unter der SPD war Hessen bildungspolitisch abschreckendes Beispiel. Heute haben wir in Hessen 105 Prozent Lehrerversorgung. Wer will, dass Hessen erfolgreich bleibt, muss @cdu_hessen wählen. #starkeshessen #ltwhe2018",13,8,31,4,2018,10,18
6937,".@_A_K_K_: Dass #Hessen eines der sichersten Länder in D ist, kommt nicht von ungefähr. Dazu braucht es aber eben auch gut ausgestattete Polizisten 👮‍♀️und Staatsanwälte⚖️. Dafür hat sich Volker #Bouffier immer eingesetzt. #ltwhe2018 #starkeshessen @cdu_hessen #butzbach",7,7,20,1,2018,10,18
6938,.@_A_K_K_ in #Butzbach: Ich weiß aus eigener Erfahrung: Umfragen sind das eine und Wahlergebnisse sind das andere. Deshalb kämpfen wir als gesamte @cdu um jede Stimme für Volker #Bouffier und für ein #starkesHessen. #lwhe2018 @cdu_hessen,10,9,29,1,2018,10,18
6939,"@_A_K_K_ Heute geht es weiter in Butzbach, Bad Homburg, Frankfurt und Dreieich. Wir kämpfen zusammen um jede Stimme.",3,7,14,2,2018,10,18
6940,"Voller Einsatz für ein #starkesHessen und Volker #Bouffier gestern in Melsungen, Bad Hersfeld und Freigericht. @_A_K_K_ #LtwHe18 https://t.co/0MZlWcmaE5",10,4,21,1,2018,10,18
6941,"Starker Auftritt, starker Kandidat, starkes Hessen! #hrWAHL #starkesHessen #ltwhe18 #tvduell

Deshalb am 28.10. mit beiden Stimmen @cdu_hessen wählen! https://t.co/zM77lIXswF",24,30,73,7,2018,10,17
6942,Tipp: Hier gibt es das Wahlprogramm der @cdu_hessen #hrWAHL #starkesHessen #ltwhe18 #tvduell https://t.co/QdvwoBkxhs,7,3,7,1,2018,10,17
6943,Klare Kante von Volker #Bouffier: Keine Zusammenarbeit mit Radikalen von links und rechts. #hrWAHL #starkesHessen #ltwhe18 #tvduell https://t.co/sJrNY7pgD2,64,34,111,18,2018,10,17
6944,"Volker #Bouffier: Ich möchte die Menschen davon überzeugen, dass sie mit Erst- und Zweitstimme CDU wählen. Ich werbe für eine starke @cdu_hessen. #hrWAHL #starkesHessen #ltwhe18 #tvduell",8,15,38,2,2018,10,17
6945,"Wir haben in den letzten acht Jahren die Zahlungen an die Kommunen verdoppelt, betont Volker Bouffier bei #hrwahl. Die CDU kümmert sich um die Kommunen. Starke Kommunen sorgen für ein #starkesHessen.  #ltwhe18 #tvduell",12,10,23,1,2018,10,17
6946,"Volker #Bouffier: Bildung ist die Grundlage für unsere Zukunft. Wir haben tausende Lehrerinnen und Lehrer eingestellt. Wir arbeiten daran, dass die Unterrichtsabdeckung noch besser wird. #hrWAHL #starkesHessen #ltwhe18 #tvduell",5,8,14,1,2018,10,17
6947,Volker #Bouffier setzt sich entschlossen für die Interessen der #Dieselfahrer ein. #hrWAHL #starkesHessen #ltwhe18 #tvduell #Diesel https://t.co/Sii4uJ8Hid,51,14,42,10,2018,10,17
6948,"Zuhören und Handeln. Das, was wir versprechen, halten wir, sagt Volker #Bouffier. Er steht für eine erfolgreiche und verlässliche Politik für Hessen. Damit Hessen stark bleibt. #hrWAHL #starkesHessen #ltwhe18 #tvduell",20,9,20,2,2018,10,17
6949,"Volker #Bouffier: Es geht jetzt um Hessen und darum, eine erfolgreiche Politik für Hessen fortzusetzen. #hrWAHL #starkesHessen #ltwhe18 #tvduell",6,6,19,3,2018,10,17
6950,"Volker #Bouffier macht bei #hrWahl deutlich, wie Hessen weiter stark bleiben wird. #starkesHessen #ltwhe18 #tvduell https://t.co/aIhqUkywiW",3,7,19,2,2018,10,17
6951,"Ich möchte, dass die besten Zukunftsjobs in Hessen entstehen, sagt Volker #Bouffier bei #hrWAHL. #starkesHessen #ltwhe18 #tvduell",6,7,19,2,2018,10,17
6952,"Jetzt geht’s um Hessen! Die ganze Union steht hinter Volker #Bouffier. Auch heute beim #tvduell, 20:15 Uhr im @hrfernsehen. Einschalten lohnt sich! #starkeshessen #ltwhe #ltwhe18 #hrWahl @cdu_hessen https://t.co/8X1TbefZGs",11,14,34,2,2018,10,17
6953,".@_A_K_K_ in Bad Hersfeld: Wenn das Weltwirtschaftsforum Deutschland heute zum innovativsten Land gekürt hat, liegt das auch an Hessen und der Landesregierung von Volker Bouffier.  Darum am 28.10. @cdu_hessen wählen! #starkeshessen #ltwhessen https://t.co/sVCuNO5LoG",8,7,19,2,2018,10,17
6954,"Da sein, wo die Menschen sind. Weiter geht es im #LtwHessen mit @_A_K_K_ in Bad Hersfeld auf dem Lullusfest, einem der ältesten Volksfeste Deutschlands. #starkesHessen #ltwhe18 https://t.co/brJoK4LNSx",13,9,28,2,2018,10,17
6955,"Angela #Merkel zum #Brexit: Es muss klar sein: Auch wenn wir Härten vermeiden wollen, muss am Ende immer ein Unterschied bleiben zwischen einer Mitgliedschaft in der Europäischen Union und einer Partnerschaft mit der #EU als Drittstaat. #EUGipfel #Regierungserklärung #Bundestag",11,25,64,10,2018,10,17
6956,Angela #Merkel: Beim #EUGipfel geht es auch um den #Brexit. Die Chance für ein gutes und tragfähiges Austrittsabkommen ist noch immer da. #Bundestag #Regierungserklärung,2,8,12,2,2018,10,17
6957,"Bundeskanzlerin Angela #Merkel zum #Brexit: Ich wünsche mir, dass Großbritannien auch nach seinem Austritt ein enger und vertrauensvoller Partner für #Europa bleibt. #Regierungserklärung #Bundestag",4,7,20,1,2018,10,17
6958,"Angela #Merkel: Globale Partner für globale Herausforderungen, darum geht’s beim #ASEM-Gipfel. Ein starkes Signal für freie Märkte und gegen Protektionismus. #Merkel #Regierungserklärung #Bundestag #EUGipfel",1,4,10,1,2018,10,17
6959,Angela #Merkel: Für die Bundesregierung ist klar: Am Ende muss das Gesamtpaket für die Weiterentwicklung der Wirtschafts- und Währungsunion stimmen. Erst dann werden wir zustimmen können. #Merkel #Regierungserklärung #EUGipfel #Bundestag,2,5,13,1,2018,10,17
6960,"Angela #Merkel erwartet vom Asien-Europa-Gipfel #ASEM ein klares Signal für multilaterale Zusammenarbeit und den festen Glauben daran, dass daraus Win-Win-Situationen entstehen. #Bundestag #Regierungserklärung #EUGipfel",4,4,12,1,2018,10,17
6961,Angela #Merkel: Viele Bürgerinnen und Bürger setzen in ihrer großen Mehrheit beim Thema Migration und Flüchtlinge nicht auf Abschottung sondern auf Zusammenarbeit. Gerade weil sie die Freizügigkeit im Schengen-Raum bewahren wollen. #Bundestag #Regierungsgipfel #EUGipfel,58,14,37,8,2018,10,17
6962,Wir arbeiten für ein Europa der Sicherheit. Mehr Infos dfazu gibt es hier: https://t.co/OlVbontzb4 #Regierungserklärung #EUGipfel #EUCO #ASEM https://t.co/3iPpy3w04q,104,16,38,22,2018,10,17
6963,"Angela Merkel: #Europa ist ein Stabilitätsversprechen für die Wirtschaft. Gerade für uns Deutsche ist es von großem Wert, nicht als einzelnes Land dem Spiel der globalen Finanzströmen ausgeliefert zu sein. #Regierungserklärung #EUGipfel #EUCO #ASEM",11,6,31,2,2018,10,17
6964,"Der Kampf gegen der #Terrorismus ist auch ein Wettlauf des Wissens. Es ist nicht hinnehmbar, dass wir nicht wehrhaft genug sind, weil unsere IT-Systeme national und international nicht kompatibel sind. #Regierungserklärung #Merkel #EUGipfel #EUCO #ASEM",13,6,13,1,2018,10,17
6965,"Angela #Merkel stellt klar: Politik bedeutet #Verantwortung. Wer sich nicht an die demokratischen Spielregeln der #EU hält, kann nicht erwarten, Parteienfinanzierung zu erhalten. #Regierungserklärung #EUGipfel #EUCO #ASEM",7,11,21,1,2018,10,17
6966,Bundeskanzlerin Angela #Merkel erinnert zu Beginn ihrer #Regierungserklärung an die #EPWahl 2019: “Eine solche länderübergreifende freie Wahl ist weltweit einzigartig.” #EUGipfel #EUCO #ASEM,5,5,12,1,2018,10,17
6967,Info: Ab 13 Uhr live auf https://t.co/nFR80mkdIJ: #Regierungserklärung von Angela Merkel zum Europäischen Rat am 17./18. Oktober 2018 und zum ASEM-Gipfel am 18./19. Oktober 2018 #EUGipfel #EUCO #EU #Brexit,3,8,9,1,2018,10,17
6968,"Volker #Bouffier: Es ist gut, dass wir als Union und als #CDU alle gemeinsam kämpfen. Jetzt geht’s um #Hessen. @_A_K_K_ @Ma_Pentz #starkesHessen #ltwhe18 https://t.co/zR4PHYNPAf",43,19,65,5,2018,10,15
6969,"Die Arbeit am Grundsatzprogramm geht weiter. Nach der Zuhör-Tour wird nun bis zum Parteitag in der Partei intensiv über Leitfragen diskutiert, die der Bundesvorstand heute beraten hat. Alle Infos zum Prozess werden fortlaufend hier aktualisiert: https://t.co/TLntXMmAei @_A_K_K_",13,9,25,2,2018,10,15
6970,".@_A_K_K_: Die erfolgreiche, professionelle und lautlose Regierungsarbeit in Hessen unter Ministerpräsident Volker Bouffier soll fortgesetzt werden. Dafür kämpfe die CDU im Bund an der Seite der @cdu_hessen #ltwhe18 https://t.co/8sIH4S1UPM",23,12,37,10,2018,10,15
6971,"Mit Haltung um das Vertrauen der Wählerinnen und Wählern werben, betont Volker Bouffier bei der Plakatpräsentation für die Schlussphase des Wahlkampfes in Hessen. #starkesHessen #ltwhe18 https://t.co/ZPHbrFbT1a",20,6,18,3,2018,10,15
6972,".@_A_K_K_: Jetzt geht‘s um Hessen. Die CDU unterstützt die @cdu_hessen und Volker Bouffier, damit sie ihre erfolgreiche Regierungsarbeit fortsetzen können. #ltwhe18 https://t.co/ntGemv48m9",5,11,33,3,2018,10,15
6973,Jetzt geht‘s um Hessen: Bouffier! #starkesHessen #ltwhe18 https://t.co/UWoYSCYpRQ,16,11,31,3,2018,10,15
6974,Interviews am Morgen nach der Landtagswahl in Bayern. Die CDU konzentriert sich jetzt voll und ganz auf Hessen. Wir stellen die erfolgreiche Regierungsarbeit in Hessen in den Mittelpunkt. Darum kämpfen wir für ein #starkesHessen und Volker Bouffier! #ltw18by #LtwHessen https://t.co/EP0v5zvQYT,13,9,17,1,2018,10,15
6975,Servicetweet: Statement von Generalsekretärin @_A_K_K_ zur Landtagswahl in Bayern. https://t.co/qkZSJhC5hT #ltwBY18 #ltwby #LTWBayern2018,17,14,30,2,2018,10,14
6976,.@_A_K_K_: Wir haben in Hessen eine gute Bilanz und gute Ideen für die Zukunft. #starkesHessen @cdu_hessen #BerlinerRunde #ltwBY18 #ltwby #LTWBayern2018,24,15,39,1,2018,10,14
6977,.@_A_K_K_: Wir stellen die erfolgreiche Regierungsarbeit in Hessen in den Mittelpunkt. Darum kämpfen wir für ein #starkesHessen und Volker Bouffier! @cdu_hessen #BerlinerRunde #ltwBY18 #ltwby #LTWBayern2018,10,16,30,1,2018,10,14
6978,.@_A_K_K_ betont: Herr Gauland hat zur Radikalisierung der AfD beigetragen. Wir werden nicht mit den Extremen von links und rechts zusammenarbeiten. #BerlinerRunde #ltwBY18 #ltwby #LTWBayern2018,52,20,78,3,2018,10,14
6979,.@_A_K_K_: Für die #CDU hat jetzt die Landtagswahl in Hessen Priorität. Wir werden in den kommenden zwei Wochen den Fokus voll und ganz auf Hessen legen. @cdu_hessen @Ma_Pentz #ltwBY18 #ltwby #LTWBayern2018 #BerlinerRunde,13,13,23,1,2018,10,14
6980,.@_A_K_K_ in der #BerlinerRunde: Tonfall der Debatten der vergangenen Monate soll sich nicht wiederholen! #LTWBayern2018 #ltwby2018,16,15,37,2,2018,10,14
6981,https://t.co/JekaBGyhSz,8,11,17,2,2018,10,14
6982,Der @rcds_buvo hat auf seiner #BDV18 erneut @henrikwaerner zum Bundesvorsitzenden gewählt. Herzlichen Glückwunsch! https://t.co/Dk3s3b8a6Y,5,9,26,2,2018,10,14
6983,"Um eine starke Volkspartei der Mitte zu sein, brauchen wir ein starkes Programm. Deshalb arbeiten wir an unserem neuen Grundsatzprogramm. @_A_K_K_ skizziert auf der #bdv18 den Weg dazu. Mehr Infos auf unserer Seite: https://t.co/MNkjZ2NB6d https://t.co/Jjp4O02qgt",14,9,23,1,2018,10,14
6984,"Ja zum Bildungsförderalismus, betont @_A_K_K_ bei der #bdv18. Wenn dieser aber Verbesserungen und Fortschritte in der Bildungspolitik behindere, müsse über die Strukturen nachgedacht werden. Der Digitalpakt muss jetzt so schnell wie möglich kommen. @rcds_buvo https://t.co/b0xfzkNx0X",2,10,20,2,2018,10,14
6985,"CDU-Generalsekretärin @_A_K_K_ ist heute bei der #bdv18 des @rcds_buvo. Nach einem kurzen Impulsvortrag haben die Mitglieder des #RCDS in einem Buzzer-Talk die Gelegenheit, Fragen zu stellen und mit ihr zu diskutieren. https://t.co/32Uhy7BwmP",3,10,18,1,2018,10,14
6986,"Jetzt auf dem Sofa bei #fragAKK. Publikum und Facebook-Live-Zuschauer stellen Fragen, @_A_K_K_  antwortet. 
👉Demokratie heißt Ringen um die richtigen Antworten. Die Kandidaten der @cdu_hessen freuen sich jeden Tag auf Ihre Fragen! #starkesHessen #ltwhe18 https://t.co/uAferM11gP",13,6,15,1,2018,10,13
6987,Die Wahlarena von @cdu_hessen  und @Junge_Union MTK in Hofheim gibt es auch im Livestream drüben bei Facebook! 👉 https://t.co/8KxClFWhVI https://t.co/CeHEShrDFg,10,11,22,2,2018,10,13
6988,"Sabine Bächle-Scholz MdL ist seit 2012 Landtagsabgeordnete für Groß-Gerau I. Zusammen mit Ines Claus für Groß-Gerau II diskutiert sie mit @_A_K_K_ über bezahlbares Wohnen, Abschaffung des Soli und Fachkräftezuwanderung. #starkesHessen #ltwhe18 https://t.co/Dmwyo8J2hu",11,7,22,2,2018,10,13
6989,"„Hessen ist ein starkes Land und wir kämpfen dafür, dass Hessen stark bleibt. Mit Volker Bouffier und der @cdu_hessen!“ Generalsekretärin @_A_K_K_ ist heute in mit den Kandidaten in Bürstadt, Rüsselsheim und Hofheim unterwegs. 🏃‍♀️💪👍🇩🇪 #ltwhe18 #starkeshessen",18,12,56,2,2018,10,13
6990,An diesem Wochenende findet im Konrad-Adenauer-Haus die #BDV18 des @rcds_buvo statt. Heute ist Bildungsministerin @AnjaKarliczek zu Gast. #Hochschulpolitik https://t.co/GsGMFVvBOS,4,4,25,2,2018,10,12
6991,Die Rente muss für alle Generationen gerecht und zuverlässig sein. Dazu gehören die Anerkennung der Lebensleistung sowie ein wirksamer Schutz vor Altersarmut. Das setzen wir mit dem heute im Bundestag diskutierten Rentenpaket um. Mehr Infos: https://t.co/aDuJKcbEvY https://t.co/8c0vDYjxPh,47,11,40,5,2018,10,12
6992,Und wer selbst einmal bei einem #CDULive mitdiskutieren will: Einfach CDU-Mitglied werden und das nächste Mal schon dabei sein: https://t.co/poMY5MTjgU,19,4,7,2,2018,10,12
6993,"Mit @JuliaKloeckner über Tierwohl, Wetter und Frühstückscerealien diskutieren? Sowas machen unsere CDU-Mitglieder an einem normalen Donnerstagabend. Kleiner Einblick in unser #CDULive: https://t.co/a6TDnOOz8c https://t.co/fHVXdtnFKi",4,8,12,1,2018,10,12
6994,CDU Live mit @JuliaKloeckner: Unsere Mitglieder diskutieren mit unserer stellvertretenden Vorsitzenden über aktuelle Themen aus den Bereichen  #Landwirtschaft und #Ernährung. Neugierig geworden? Hier CDU-Mitglied werden und beim nächsten mal dabei seon: https://t.co/poMY5MBIpm https://t.co/oyvwMnJxHp,17,8,17,2,2018,10,11
6995,"Weil Cyber-Sicherheit ein entscheidender Standortfaktor der Zukunft ist, setzt sich die Bundesregierung dafür ein, die IT-Sicherheitsforschung weiter voranzutreiben. Mehr zum aktuellen Jahresbericht zur Lage der IT-Sicherheit in Deutschland https://t.co/M1MezRn89j @BSI_Presse https://t.co/yYHBzktf2J",9,9,17,1,2018,10,11
6996,"Die CDU ist die Familienpartei und die Partei der Bürger, die hart arbeiten und Verantwortung übernehmen. Deshalb entlasten wir Familien deutlich. Im Koalitionsvertrag haben wir dies versprochen – nun wird das Versprechen eingelöst. Mehr Infos: https://t.co/Iu1zuVURk9 https://t.co/zJip8mdgg9",53,11,50,11,2018,10,11
